origin_stem_word,counterfactual_stem_word,count,origin_word,counterfactual_word
sidewalk,platform,1,sidewalk,platform
sidewalk,patio,1,sidewalk,patio
sidewalk,lawn,1,sidewalk,lawn
sidewalk,intersect,1,sidewalk,intersection
sidewalk,highway,1,sidewalk,highway
truck,cart,1,truck,cart
sidewalk,grass,1,sidewalk,grass
sidewalk,floor,1,sidewalk,floor
sidewalk,field,1,sidewalk,field
sidewalk,fenc,1,sidewalk,fence
sidewalk,deck,1,sidewalk,deck
sidewalk,curb,1,sidewalk,curb
sidewalk,cart,1,sidewalk,cart
truck,coffe,1,truck,coffee
sidewalk,buse,1,sidewalk,buses
truck,corvett,1,truck,Corvette
sidewalk,bridg,1,sidewalk,bridge
sidewalk,branch,1,sidewalk,branch
truck,dart,1,truck,Dart
sidewalk,border,1,sidewalk,border
truck,dog,1,truck,dogs
truck,engin,1,truck,engine
sidewalk,bank,1,sidewalk,bank
truck,it,1,truck,it
show,duck,1,shows,ducks
truck,bu,1,truck,bus
truck,pickup,1,truck,pickup
shoe,wheel,1,shoes,wheel
shoe,toy,1,shoes,toy
shoe,thing,1,shoes,things
shoe,shoe,1,shoes,shoes
shoe,shirt,1,shoes,shirt
shoe,one,1,shoes,one
shoe,leash,1,shoes,leash
shoe,human,1,shoes,humans
shoe,helicopt,1,shoes,helicopter
shoe,feet,1,shoes,feet
shoe,children,1,shoes,children
truck,shop,1,truck,shop
show,dealership,1,shows,dealership
shoe,bra,1,shoes,bra
truck,sign,1,truck,sign
shoe,bodi,1,shoes,body
shoe,blanket,1,shoes,blanket
shoe,backpack,1,shoes,backpack
shirt,sunglass,1,shirt,sunglasses
truck,street,1,truck,street
truck,tanker,1,truck,tanker
shirt,shoe,1,shirt,shoes
shirt,scarf,1,shirt,scarf
shirt,kid,1,shirt,kids
shop,beach,1,shop,beach
shop,car,1,shop,car
shop,christma,1,shop,christmas
shop,golf,1,shop,golf
shoulder,dress,1,shoulder,dress
shot,window,1,shots,window
shot,drink,1,shots,drinking
short,tie,1,shorts,tie
short,sunglass,1,shorts,sunglasses
truck,mine,1,truck,mine
short,hawaii,1,shorts,Hawaii
short,glove,1,shorts,glove
short,beard,1,shorts,beard
truck,pedestrian,1,truck,pedestrians
shore,sydney,1,shore,Sydney
shore,street,1,shore,street
shore,rail,1,shore,rail
shore,ice,1,shore,ice
shore,hill,1,shore,hill
shore,area,1,shore,area
shop,statu,1,shop,statue
shop,sign,1,shop,sign
shop,plastic,1,shop,plastic
shop,peopl,1,shop,people
shop,market,1,shop,market
shop,hous,1,shop,house
shop,guest,1,shop,guests
sidewalk,river,1,sidewalk,river
sidewalk,rock,1,sidewalk,rock
sink,pattern,1,sink,pattern
signal,sign,1,signal,sign
silver,mini,1,silver,mini
silver,microwav,1,silver,microwave
silver,flower,1,silver,flower
silver,fighter,1,silver,fighter
silver,dell,1,silver,Dell
silver,brown,1,silver,brown
silver,appl,1,silver,apple
tree,wrap,1,tree,wrapped
sill,chair,1,sill,chairs
signal,stop,1,signal,Stop
tress,water,1,tress,water
signal,cone,1,signal,cone
sign,sticker,1,sign,sticker
trick,hose,1,tricks,hose
signag,offici,1,signage,official
signag,light,1,signage,lights
sign,window,1,sign,window
sign,wheel,1,sign,wheel
sign,watch,1,sign,watches
sign,walk,1,sign,walk
trick,rope,1,tricks,rope
trick,royal,1,tricks,Royal
sign,towel,1,sign,towel
sign,tabl,1,sign,table
tree,wildlif,1,tree,wildlife
tree,waterfal,1,tree,waterfall
tree,walmart,1,tree,Walmart
silver,sheet,1,silver,sheets
sink,mirror,1,sink,mirror
sink,ground,1,sink,ground
sink,freezer,1,sink,freezer
sink,fountain,1,sink,fountain
sink,floor,1,sink,floor
tree,rope,1,tree,rope
tree,sink,1,tree,sink
sink,corner,1,sink,corner
sink,cliff,1,sink,cliff
tree,sochi,1,tree,Sochi
tree,someon,1,tree,someone
sink,build,1,sink,building
sink,box,1,sink,boxes
sink,bottl,1,sink,bottle
sink,bed,1,sink,bed
tree,tabl,1,tree,table
sink,bar,1,sink,bar
sink,bag,1,sink,bag
singk,root,1,singke,root
sing,sign,1,singing,sign
tree,tractor,1,tree,tractor
silverwar,potato,1,silverware,potatoes
tree,vine,1,tree,vines
sign,student,1,sign,students
sign,stand,1,sign,stands
sidewalk,sidewalk,1,sidewalk,sidewalk
sidwalk,hous,1,sidwalk,house
sign,car,1,sign,car
sign,camera,1,sign,camera
sign,button,1,sign,buttons
sign,build,1,sign,building
sign,book,1,sign,book
sign,bike,1,sign,bike
sign,bar,1,sign,bar
trolley,cart,1,trolley,cart
sign,bag,1,sign,bag
sightse,school,1,sightseeing,school
sigh,sign,1,sigh,sign
sidewalkoutsid,box,1,sidewalkoutside,boxes
trick,tree,1,tricks,tree
sidewalk,water,1,sidewalk,water
sidewalk,tunnel,1,sidewalk,tunnel
trolley,sport,1,trolley,sports
trophi,glass,1,trophy,glass
trot,walk,1,trot,walk
sidewalk,track,1,sidewalk,tracks
trough,zoo,1,trough,zoo
truck,bike,1,truck,bike
sidewalk,subdivis,1,sidewalk,subdivision
truck,boat,1,truck,boat
sidewalk,stage,1,sidewalk,stage
sign,color,1,sign,colors
sign,corner,1,sign,corner
sign,dog,1,sign,dogs
sign,exhibit,1,sign,exhibit
sign,someth,1,sign,something
tricycl,babi,1,tricycle,baby
sign,sit,1,sign,sits
sign,sign,1,sign,sign
sign,screen,1,sign,screen
trike,vehicl,1,trike,vehicles
sign,road,1,sign,road
trim,servic,1,trim,service
sign,ramp,1,sign,ramp
sign,newspap,1,sign,newspapers
sign,map,1,sign,map
trip,child,1,trip,childs
sign,limp,1,sign,limp
trip,sleep,1,trip,sleep
sign,level,1,sign,level
tripod,desk,1,tripod,desk
sign,ice,1,sign,ice
tripod,microphon,1,tripod,microphone
sign,guard,1,sign,guard
sign,gt,1,sign,GT
sign,grass,1,sign,grass
tripod,phone,1,tripod,phone
sign,field,1,sign,field
mural,stripe,1,mural,stripes
accent,lawn,1,accents,lawn
mural,map,1,mural,map
cavern,bridg,1,cavern,bridge
cattl,sheep,1,cattle,sheep
cattl,peopl,1,cattle,people
cattl,hors,1,cattle,horse
cattl,hill,1,cattle,hill
cattl,deer,1,cattle,deer
cattl,children,1,cattle,children
cattl,cat,1,cattle,cat
cattl,bear,1,cattle,bears
cathedr,church,1,cathedral,church
catcher,woman,1,catchers,woman
catcher,pitcher,1,catchers,pitcher
catcher,pink,1,catchers,pink
catcher,mound,1,catchers,mound
catcher,manag,1,catchers,manager
catcher,man,1,catchers,man
catcher,hous,1,catchers,house
catcher,guy,1,catchers,guys
catcher,fan,1,catchers,fan
catcher,dodger,1,catchers,Dodgers
catcher,coach,1,catchers,coach
cat,up,1,cat,up
cat,tv,1,cat,TV
cat,tiger,1,cat,tiger
cat,tie,1,cat,tie
cat,spider,1,cat,spider
cat,sit,1,cat,sits
cat,room,1,cat,room
cat,pizza,1,cat,pizza
cat,person,1,cat,person
cave,field,1,cave,field
cay,box,1,cay,boxes
chain,rope,1,chain,rope
ceil,build,1,ceiling,building
chain,python,1,chain,python
chain,lead,1,chain,lead
chain,chair,1,chain,chairs
chain,box,1,chain,boxes
ceremoni,memori,1,ceremony,memorial
cereal,food,1,cereal,food
centerpiec,plate,1,centerpiece,plate
center,stair,1,center,stairs
center,bu,1,center,bus
cemeteri,villag,1,cemetery,village
cemeteri,cemeteri,1,cemetery,cemetery
cement,top,1,cement,top
cement,stage,1,cement,stage
cement,sidewalk,1,cement,sidewalk
cement,ici,1,cement,icy
cement,ice,1,cement,ice
cement,bench,1,cement,bench
cellphon,tabl,1,cellphone,table
cellphon,sunday,1,cellphone,Sunday
cellphon,iphon,1,cellphone,iPhone
cellphon,hand,1,cellphone,hands
cellphon,eye,1,cellphone,eye
cellphon,cord,1,cellphone,cords
cellphon,calcul,1,cellphone,calculator
cellphon,bag,1,cellphone,bag
cell,speaker,1,cell,speaker
cell,silver,1,cell,silver
ceil,roof,1,ceiling,roof
ceil,camera,1,ceiling,camera
cat,peopl,1,cat,people
cat,mous,1,cat,mouse
cat,keyboard,1,cat,keyboard
cat,it,1,cat,it
cart,mall,1,cart,mall
cart,leash,1,cart,leash
cart,grill,1,cart,grill
cart,flag,1,cart,flag
cart,coal,1,cart,coal
cart,chair,1,cart,chairs
cart,buggi,1,cart,buggy
cart,bag,1,cart,bag
carrot,word,1,carrot,words
carrot,vanilla,1,carrot,vanilla
carrot,plate,1,carrot,plate
carrot,onion,1,carrot,onions
carrot,meat,1,carrot,meat
carrot,head,1,carrot,head
carrot,gun,1,carrot,guns
carrot,garlic,1,carrot,garlic
carrot,food,1,carrot,food
carrot,flower,1,carrot,flower
carrot,cinnamon,1,carrot,cinnamon
carrot,chocol,1,carrot,chocolate
carrot,chicken,1,carrot,chicken
carrot,carrot,1,carrot,carrot
carrot,bread,1,carrot,Bread
carrot,bone,1,carrot,bones
carriag,trailer,1,carriage,trailer
carriag,saddl,1,carriage,saddle
carriag,pole,1,carriage,pole
carriag,man,1,carriage,man
carpet,wall,1,carpet,wall
cart,passeng,1,cart,PASSENGER
cart,runway,1,cart,runway
cart,shelf,1,cart,shelf
cat,area,1,cat,area
cat,human,1,cat,humans
cat,her,1,cat,her
cat,greas,1,cat,grease
cat,fridg,1,cat,fridge
cat,cub,1,cat,cubs
cat,cover,1,cat,cover
cat,comput,1,cat,computer
cat,child,1,cat,childs
cat,buddha,1,cat,Buddha
cat,boy,1,cat,boys
cat,bedroom,1,cat,bedroom
cat,bed,1,cat,bed
cat,bathroom,1,cat,bathroom
castl,tree,1,castle,tree
cart,smoke,1,cart,smoking
castl,dome,1,castle,dome
castl,build,1,castle,building
case,store,1,casing,store
case,shelf,1,casing,shelf
case,jacket,1,casing,jacket
case,holster,1,casing,holster
case,consol,1,casing,consoles
case,bag,1,casing,bag
cart,vehicl,1,cart,vehicles
cart,tunnel,1,cart,tunnel
cart,truck,1,cart,truck
cart,trailer,1,cart,trailer
cart,stall,1,cart,stall
chain,rod,1,chain,rod
chain,sign,1,chain,sign
citi,hous,1,city,house
chip,ranch,1,chips,ranch
chip,chees,1,chips,cheese
chilli,steak,1,chilli,steak
chili,chees,1,chili,cheese
children,toddler,1,children,toddler
children,teenag,1,children,teenager
children,student,1,children,students
children,son,1,children,son
children,player,1,children,player
children,plate,1,children,plate
children,patron,1,children,patron
children,other,1,children,others
children,man,1,children,man
children,guest,1,children,guests
children,group,1,children,group
children,anim,1,children,animal
childi,girl,1,childi,girl
child,toy,1,childs,toy
child,spectat,1,childs,spectators
child,shepherd,1,childs,shepherd
child,player,1,childs,player
child,monkey,1,childs,monkey
child,mcdonald,1,childs,McDonalds
child,ladi,1,childs,ladies
child,kite,1,childs,kite
child,group,1,childs,group
child,friend,1,childs,friends
child,food,1,childs,food
child,crowd,1,childs,crowd
child,coupl,1,childs,couple
chip,lettuc,1,chips,lettuce
chip,warn,1,chips,warning
chair,ball,1,chairs,ball
chocol,batter,1,chocolate,batter
citi,even,1,city,evening
citi,distanc,1,city,distance
citi,disney,1,city,Disney
citi,dirt,1,city,dirt
citi,desert,1,city,desert
citi,citi,1,city,city
citi,chicago,1,city,Chicago
citi,cave,1,city,cave
citi,brooklyn,1,city,Brooklyn
citi,bay,1,city,bay
citi,bangkok,1,city,Bangkok
citi,background,1,city,background
citi,alley,1,city,alley
circu,stadium,1,circus,stadium
circl,heart,1,circle,hearts
circl,field,1,circle,field
circl,camera,1,circle,camera
cigar,cut,1,cigars,cuts
church,window,1,church,window
church,top,1,church,top
church,road,1,church,road
church,farm,1,church,farm
church,church,1,church,church
church,cemeteri,1,church,cemetery
church,castl,1,church,castle
chrome,cream,1,chrome,cream
christma,palm,1,christmas,palm
chopstick,drink,1,chopsticks,drinking
chocol,pink,1,chocolate,pink
child,boat,1,childs,boat
chicken,fruit,1,chicken,fruit
chicken,dog,1,chicken,dogs
chicken,bird,1,chicken,bird
chair,shelv,1,chairs,shelves
chair,rug,1,chairs,rug
chair,row,1,chairs,row
chair,printer,1,chairs,printer
chair,platform,1,chairs,platform
chair,person,1,chairs,person
chair,peopl,1,chairs,people
chair,peel,1,chairs,peel
chair,men,1,chairs,men
chair,ledg,1,chairs,ledge
chair,lap,1,chairs,lap
chair,jar,1,chairs,jar
chair,hair,1,chairs,hair
chair,grass,1,chairs,grass
chair,girl,1,chairs,girl
chair,famili,1,chairs,family
chair,everyth,1,chairs,Everything
chair,doll,1,chairs,dolls
chair,curtain,1,chairs,curtains
chair,corner,1,chairs,corner
chair,comput,1,chairs,computer
chair,coffe,1,chairs,coffee
chair,cloth,1,chairs,clothes
chair,classroom,1,chairs,classroom
chair,ceil,1,chairs,ceiling
chair,cart,1,chairs,cart
chair,build,1,chairs,building
chair,bridg,1,chairs,bridge
chair,behind,1,chairs,behind
chair,stove,1,chairs,stove
chair,suit,1,chairs,suit
chair,suitcas,1,chairs,suitcase
chees,bread,1,cheese,Bread
chicken,beef,1,chicken,beef
chef,women,1,chef,Women
chef,waitress,1,chef,waitress
chef,person,1,chef,person
chef,orang,1,chef,orange
chef,man,1,chef,man
cheesi,ham,1,cheesy,ham
cheesecak,chees,1,cheesecake,cheese
chees,sauc,1,cheese,sauce
chees,rice,1,cheese,rice
chees,meat,1,cheese,meat
chees,fruit,1,cheese,fruit
chees,carrot,1,cheese,carrot
chees,bacon,1,cheese,bacon
chair,tent,1,chairs,tent
cheek,head,1,cheek,head
checkout,kitchen,1,checkout,kitchen
chat,browser,1,chat,browser
charter,school,1,charter,school
channel,beach,1,channels,beach
chandeli,shower,1,chandelier,shower
champagn,wine,1,champagne,wine
chalkboard,highway,1,chalkboard,highway
chalkboard,church,1,chalkboard,church
chalkboard,chair,1,chalkboard,chairs
chalk,bulletin,1,chalk,bulletin
chaircouch,chair,1,chaircouch,chairs
chair,vehicl,1,chairs,vehicles
carpet,tabl,1,carpet,table
carpet,sofa,1,carpet,sofa
carpet,ground,1,carpet,ground
cabinet,laundri,1,cabinets,laundry
cabinet,door,1,cabinets,door
cabinet,couch,1,cabinets,couch
cabinet,cabinet,1,cabinets,cabinets
cabinet,build,1,cabinets,building
cabinet,bed,1,cabinets,bed
cabinet,bath,1,cabinets,baths
cabinet,bar,1,cabinets,bar
cabin,farm,1,cabin,farm
button,sign,1,buttons,sign
button,knive,1,buttons,knives
butterscotch,sugar,1,butterscotch,sugar
butterfli,laptop,1,butterflies,laptop
butterfli,foil,1,butterflies,foil
butterfli,flower,1,butterflies,flower
butterfli,bead,1,butterflies,bead
butter,fruit,1,butter,fruit
butt,head,1,butt,head
bust,back,1,bust,backs
buss,car,1,busses,car
businessman,peopl,1,businessman,people
businessman,man,1,businessman,man
busi,tree,1,business,tree
busi,road,1,business,road
busi,home,1,business,home
busi,dozen,1,business,dozen
busi,build,1,business,building
bush,water,1,bushes,water
bush,us,1,bushes,US
bush,space,1,bushes,space
cabinet,floor,1,cabinets,floor
cabinet,light,1,cabinets,lights
carpet,fur,1,carpet,fur
cabinet,mirror,1,cabinets,mirror
cake,meat,1,cake,meat
cake,lemon,1,cake,lemon
cake,juic,1,cake,juice
cake,glass,1,cake,glass
cake,gift,1,cake,gifts
cake,fruit,1,cake,fruit
cake,flesh,1,cake,flesh
cake,dish,1,cake,dish
cake,cloth,1,cake,clothes
cake,children,1,cake,children
cake,chees,1,cake,cheese
cake,cake,1,cake,cake
cake,bowl,1,cake,bowl
cake,bean,1,cake,bean
cake,bar,1,cake,bar
cage,video,1,cage,video
cage,stall,1,cage,stall
cage,gym,1,cage,gym
cage,circl,1,cage,circle
cafeteria,kitchen,1,cafeteria,kitchen
cafeteria,hous,1,cafeteria,house
cafe,barbecu,1,cafe,barbecue
caboos,stop,1,cabooses,Stop
caboos,peopl,1,cabooses,people
cabl,polic,1,cable,police
cabinetflow,cabinet,1,cabinetflowers,cabinets
cabinet,sink,1,cabinets,sink
cabinet,shelf,1,cabinets,shelf
cabinet,room,1,cabinets,room
bush,rock,1,bushes,rock
bush,mean,1,bushes,mean
bush,light,1,bushes,lights
bush,hous,1,bushes,house
bullet,freight,1,bullet,freight
bull,superman,1,bull,Superman
bull,shepherd,1,bull,shepherd
bull,rabbit,1,bull,rabbit
bull,man,1,bull,man
bull,lion,1,bull,lion
bull,hill,1,bull,hill
bull,dog,1,bull,dogs
bull,cow,1,bull,cows
bull,bull,1,bull,bull
buld,tree,1,bulding,tree
buld,church,1,bulding,church
bulb,switch,1,bulbs,switch
build,warehous,1,building,warehouse
build,truck,1,building,truck
build,train,1,building,train
build,trailer,1,building,trailer
build,track,1,building,tracks
build,supermarket,1,building,supermarket
build,street,1,building,street
build,sign,1,building,sign
build,rock,1,building,rock
build,road,1,building,road
build,river,1,building,river
build,programm,1,building,programmer
build,plant,1,building,plant
build,plane,1,building,plane
build,place,1,building,place
build,neighborhood,1,building,neighborhood
bun,bowl,1,bun,bowl
bun,turn,1,bun,turn
bunch,bag,1,bunch,bag
burger,potato,1,burger,potatoes
bush,home,1,bushes,home
bush,hill,1,bushes,hill
bush,grass,1,bushes,grass
bush,gate,1,bushes,gate
bush,cairo,1,bushes,Cairo
bush,bush,1,bushes,bushes
bush,area,1,bushes,area
buse,vehicl,1,buses,vehicles
burner,kettl,1,burner,kettle
burn,shine,1,burning,shines
burgundi,candl,1,burgundy,candle
burger,steak,1,burger,steak
burger,sandwich,1,burger,sandwich
burger,pork,1,burger,pork
bunch,box,1,bunch,boxes
burger,bun,1,burger,bun
bunt,chocol,1,bunt,chocolate
bunni,cat,1,bunny,cat
bunni,cartoon,1,bunny,cartoon
bunless,chicken,1,Bunless,chicken
bunk,hospit,1,bunk,hospital
bunch,tray,1,bunch,tray
bunch,slice,1,bunch,slices
bunch,plate,1,bunch,plate
bunch,plant,1,bunch,plant
bunch,maze,1,bunch,maze
bunch,dog,1,bunch,dogs
bunch,desk,1,bunch,desk
cake,paper,1,cake,paper
cake,parti,1,cake,party
cake,person,1,cake,person
cano,walk,1,canoe,walk
car,man,1,car,man
car,kitchen,1,car,kitchen
car,helicopt,1,car,helicopter
car,drone,1,car,drone
car,driver,1,car,driver
car,debri,1,car,debris
car,cyclist,1,car,cyclist
car,crew,1,car,crew
car,cow,1,car,cows
car,children,1,car,children
car,cage,1,car,cage
car,bridg,1,car,bridge
car,box,1,car,boxes
car,blanket,1,car,blanket
car,bench,1,car,bench
car,back,1,car,backs
car,area,1,car,area
capit,checkpoint,1,capital,checkpoint
cap,pictur,1,caps,picture
cap,mask,1,caps,mask
cap,bat,1,caps,bat
canyon,canyon,1,canyon,canyon
canva,night,1,canvas,night
canva,bamboo,1,canvas,bamboo
canopi,tree,1,canopy,tree
canopi,towel,1,canopy,towel
canopi,fountain,1,canopy,fountain
canopi,flag,1,canopy,flag
canopi,car,1,canopy,car
car,mine,1,car,mine
car,motorcycl,1,car,motorcycle
car,object,1,car,object
car,wall,1,car,wall
carpet,floor,1,carpet,floor
carpet,couch,1,carpet,couch
caricatur,person,1,caricature,person
cargo,spi,1,cargo,spy
cargo,fuel,1,cargo,fuel
cargo,commut,1,cargo,Commuters
cargo,coal,1,cargo,coal
care,man,1,care,man
cardin,bat,1,Cardinals,bat
cardboard,arm,1,cardboard,arm
card,map,1,cards,map
caramel,strawberri,1,caramel,strawberry
car,window,1,car,window
car,view,1,car,view
car,passeng,1,car,PASSENGER
car,tunnel,1,car,tunnel
car,traffic,1,car,traffic
car,track,1,car,tracks
car,taxi,1,car,taxi
car,tabl,1,car,table
car,stream,1,car,stream
car,station,1,car,station
car,star,1,car,star
car,screen,1,car,screen
car,rail,1,car,rail
car,plane,1,car,plane
car,pickup,1,car,pickup
car,pedestrian,1,car,pedestrians
canopi,bunk,1,canopy,bunk
cano,fish,1,canoe,fish
cake,ribbon,1,cake,ribbon
cano,dock,1,canoe,dock
camera,comput,1,camera,computer
camera,chair,1,camera,chairs
camera,cardboard,1,camera,cardboard
camera,car,1,camera,car
camel,deer,1,camel,deer
calico,orang,1,calico,orange
calico,hous,1,calico,house
calico,homeless,1,calico,homeless
calf,river,1,calf,river
calf,goat,1,calf,goats
calf,fenc,1,calf,fence
calf,dog,1,calf,dogs
calf,cow,1,calf,cows
calf,corn,1,calf,corn
calf,bear,1,calf,bears
calcul,desk,1,calculator,desk
calcul,comput,1,calculator,computer
cake,veil,1,cake,veil
cake,toast,1,cake,toast
cake,tea,1,cake,tea
cake,street,1,cake,street
cake,stick,1,cake,stick
cake,someth,1,cake,something
cake,sit,1,cake,sits
cake,set,1,cake,set
cake,sauc,1,cake,sauce
cake,sandwich,1,cake,sandwich
cake,ring,1,cake,rings
cake,right,1,cake,right
camera,desk,1,camera,desk
camera,distanc,1,camera,distance
camera,dog,1,camera,dogs
camera,wall,1,camera,wall
cano,boat,1,canoe,boat
candl,top,1,candle,top
candl,strawberri,1,candle,strawberry
candl,mirror,1,candle,mirror
candl,fruit,1,candle,fruit
candl,door,1,candle,door
candl,cloth,1,candle,clothes
candl,cigarett,1,candle,cigarette
candl,chair,1,candle,chairs
candl,book,1,candle,book
camp,rock,1,camp,rock
camp,construct,1,camp,construction
camera,window,1,camera,window
camera,view,1,camera,view
camera,door,1,camera,door
camera,user,1,camera,user
camera,tree,1,camera,tree
camera,tabl,1,camera,table
camera,sign,1,camera,sign
camera,screen,1,camera,screen
camera,road,1,camera,road
camera,poster,1,camera,posters
camera,nose,1,camera,nose
camera,laptop,1,camera,laptop
camera,homeless,1,camera,homeless
camera,hand,1,camera,hands
camera,finger,1,camera,finger
camera,exercis,1,camera,exercises
citi,hill,1,city,hill
citi,jerusalem,1,city,Jerusalem
devis,keyboard,1,devise,keyboard
cross,loop,1,cross,loop
cross,lane,1,cross,lane
cross,citi,1,cross,city
crop,fruit,1,crop,fruit
crochet,fur,1,crochet,fur
crib,set,1,crib,set
crib,seat,1,crib,seat
crib,bed,1,crib,bed
creepi,skull,1,creepy,skull
creatur,worker,1,creature,workers
cream,dark,1,cream,dark
crate,trailer,1,crate,trailer
crate,plate,1,crate,plate
crate,field,1,crate,field
crate,bag,1,crate,bag
crapo,restaur,1,Crapo,restaurant
crane,man,1,crane,man
craft,homework,1,crafts,homework
cracker,side,1,crackers,side
cracker,honey,1,crackers,honey
cowboy,dog,1,cowboy,dogs
cow,woman,1,cows,woman
cow,tree,1,cows,tree
cow,peopl,1,cows,people
cow,men,1,cows,men
cow,dolphin,1,cows,dolphins
cow,calf,1,cows,calf
cow,buck,1,cows,buck
cow,anim,1,cows,animal
cover,rug,1,cover,rug
cross,line,1,cross,lines
cross,rope,1,cross,rope
cup,camera,1,cups,camera
crosswalk,park,1,crosswalk,park
cup,appl,1,cups,apple
cunter,floor,1,cunter,floor
cucmber,rice,1,cucmbers,rice
cubicl,build,1,cubicle,building
cube,cabl,1,cube,cable
cub,fire,1,cubs,fire
crypt,brick,1,crypt,brick
crumbl,live,1,crumbling,living
crowd,woman,1,crowd,woman
crowd,row,1,crowd,row
crowd,race,1,crowd,race
crowd,queue,1,crowd,queue
crowd,pictur,1,crowd,picture
crowd,photo,1,crowd,photo
crowd,pair,1,crowd,pair
crowd,night,1,crowd,night
crowd,line,1,crowd,lines
crowd,hous,1,crowd,house
crowd,group,1,crowd,group
crowd,friend,1,crowd,friends
crowd,fountain,1,crowd,fountain
crowd,field,1,crowd,field
crowd,famili,1,crowd,family
crowd,dress,1,crowd,dress
crowd,coupl,1,crowd,couple
crowd,camera,1,crowd,camera
crow,group,1,crows,group
crosswalk,tree,1,crosswalk,tree
crosswalk,path,1,crosswalk,path
cover,bush,1,cover,bushes
cover,blanket,1,cover,blanket
courtyard,street,1,courtyard,street
courtyard,park,1,courtyard,park
couch,mat,1,couch,mats
couch,jacket,1,couch,jacket
couch,door,1,couch,door
couch,desk,1,couch,desk
couch,comput,1,couch,computer
couch,book,1,couch,book
couch,beach,1,couch,beach
couch,backpack,1,couch,backpack
cot,bathroom,1,cot,bathroom
costum,suit,1,costume,suit
costum,pink,1,costume,pink
costum,mask,1,costume,mask
costum,dress,1,costume,dress
costum,crown,1,costume,crown
costum,cloth,1,costume,clothes
corridor,street,1,corridor,street
corridor,fireplac,1,corridor,fireplace
corner,vendor,1,corner,vendor
corner,tree,1,corner,tree
corner,tabl,1,corner,table
corner,sign,1,corner,sign
corner,road,1,corner,road
corner,pool,1,corner,pool
corner,corner,1,corner,corner
corner,citi,1,corner,city
corner,bu,1,corner,bus
corn,roast,1,corn,roast
corn,meat,1,corn,meat
cord,game,1,cords,game
couch,porch,1,couch,porch
couch,shelf,1,couch,shelf
couch,shirt,1,couch,shirt
countri,game,1,country,game
court,boy,1,court,boys
cours,field,1,course,field
cours,buffet,1,course,buffet
cours,beach,1,course,beach
coupl,person,1,couple,person
coupl,number,1,couple,number
coupl,line,1,couple,lines
coupl,lawn,1,couple,lawn
coupl,bride,1,couple,bride
countysid,citi,1,countyside,city
countrysid,wood,1,countryside,wood
countrysid,netherland,1,countryside,Netherlands
countri,water,1,country,water
countri,dirt,1,country,dirt
coul,woman,1,coule,woman
countri,delhi,1,country,Delhi
countri,custom,1,country,customer
countri,barn,1,country,barn
countertop,tabl,1,countertop,table
counter,tree,1,counter,tree
counter,sink,1,counter,sink
counter,side,1,counter,side
counter,shelf,1,counter,shelf
counter,mountain,1,counter,mountain
counter,left,1,counter,left
counter,kitchen,1,counter,kitchen
counter,desk,1,counter,desk
counter,build,1,counter,building
cup,banana,1,cups,banana
cup,candl,1,cups,candle
citi,mall,1,city,mall
desk,comput,1,desk,computer
desk,board,1,desk,board
desk,bench,1,desk,bench
desk,bar,1,desk,bar
design,flower,1,design,flower
design,digit,1,design,digital
desert,way,1,desert,way
desert,photo,1,desert,photo
desert,grass,1,desert,grass
desert,glass,1,desert,glass
desert,front,1,desert,front
desert,fri,1,desert,fries
desert,flower,1,desert,flower
desert,field,1,desert,field
desert,citi,1,desert,city
desert,cake,1,desert,cake
desert,build,1,desert,building
desert,bag,1,desert,bag
descript,play,1,description,playing
depot,stop,1,depot,Stop
depart,station,1,department,station
deli,restaur,1,deli,restaurant
defend,woman,1,defender,woman
deer,goat,1,deer,goats
deer,circu,1,deer,circus
decor,weed,1,decorations,weeds
decor,thing,1,decorations,things
decor,sculptur,1,decorations,sculptures
decor,mirror,1,decorations,mirror
decor,heart,1,decorations,hearts
desk,center,1,desk,center
desk,curtain,1,desk,curtains
cup,child,1,cups,childs
desk,fenc,1,desk,fence
devic,phone,1,devices,phone
devic,gun,1,devices,guns
devic,fenc,1,devices,fence
devic,devic,1,devices,devices
devic,compon,1,devices,components
destin,protest,1,destination,protesters
dessert,surf,1,dessert,surf
dessert,sauc,1,dessert,sauce
dessert,sandwich,1,dessert,sandwich
dessert,picnic,1,dessert,picnic
dessert,noodl,1,dessert,noodles
dessert,item,1,dessert,items
dessert,dish,1,dessert,dish
dessert,contain,1,dessert,container
dessert,cone,1,dessert,cone
dessert,color,1,dessert,colors
desktop,laptop,1,desktop,laptop
desktop,ipad,1,desktop,iPad
desktop,ii,1,desktop,II
desktop,home,1,desktop,home
desk,shelf,1,desk,shelf
desk,seat,1,desk,seat
desk,pc,1,desk,PC
desk,monitor,1,desk,monitor
desk,man,1,desk,man
desk,lamp,1,desk,lamp
desk,keyboard,1,desk,keyboard
desk,home,1,desk,home
desk,floor,1,desk,floor
decor,furnitur,1,decorations,furniture
decor,fruit,1,decorations,fruit
decor,flour,1,decorations,flour
decor,fireplac,1,decorations,fireplace
curtain,hous,1,curtains,house
curtain,head,1,curtains,head
curtain,dog,1,curtains,dogs
curtain,corner,1,curtains,corner
curb,tabl,1,curb,table
curb,shoulder,1,curb,shoulder
curb,ruin,1,curb,ruins
curb,mountain,1,curb,mountain
curb,hous,1,curb,house
curb,highway,1,curb,highway
curb,floor,1,curb,floor
curb,cliff,1,curb,cliff
