original_stem_word,counterfactual_stem_word,count
televis,canopi,1
bathroom,closet,1
bathroom,ceil,1
tenni,tenni,1
tenni,ultim,1
bat,glove,1
tin,fri,1
basil,mushroom,1
basebal,wrestler,1
basebal,video,1
basebal,tenni,1
tie,volunt,1
tier,chocol,1
tiger,tiger,1
tile,curtain,1
tile,floor,1
tile,wall,1
time,sunris,1
basebal,santa,1
tin,kind,1
tent,cabin,1
tire,bicycl,1
tissu,poop,1
toast,avocado,1
toast,bread,1
toast,orang,1
toast,rice,1
toast,row,1
toaster,top,1
toddler,babi,1
basebal,pirat,1
basebal,hockey,1
toddler,person,1
tie,outfit,1
tie,jean,1
basin,dish,1
basket,box,1
bat,footbal,1
tent,sky,1
tent,tabl,1
tent,top,1
bat,foot,1
terrain,beach,1
bat,club,1
terrain,river,1
text,newspap,1
theme,kitchen,1
bat,beer,1
bat,basebal,1
basket,piec,1
think,girl,1
thruway,school,1
thumb,hand,1
basket,camera,1
ticket,custom,1
ticket,secur,1
tie,bag,1
tie,beard,1
tie,brace,1
tie,cloth,1
tie,hair,1
tie,hand,1
bread,pizza,1
photo,video,1
pizza,chip,1
freeway,road,1
fruit,tea,1
function,ralli,1
fur,babi,1
fur,pen,1
circl,camera,1
cigar,cut,1
furnitur,curtain,1
furnitur,light,1
furnitur,window,1
futon,chair,1
church,window,1
fuzzi,eleph,1
ga,train,1
game,bat,1
game,camera,1
game,car,1
game,card,1
game,diamond,1
game,drill,1
game,hous,1
game,man,1
game,product,1
game,spotlight,1
game,video,1
game,xbox,1
church,castl,1
garag,playground,1
fruit,tabl,1
fruit,salad,1
fruit,pumpkin,1
friend,men,1
citi,even,1
freightilin,coal,1
fridg,board,1
fridg,booth,1
fridg,interior,1
fridg,stove,1
friend,boy,1
friend,children,1
friend,custom,1
citi,chicago,1
friend,husband,1
friend,kid,1
citi,brooklyn,1
fruit,lettuc,1
frisb,tenni,1
frisbe,boy,1
citi,bay,1
frisbe,light,1
citi,bangkok,1
front,roof,1
front,window,1
frost,heart,1
fruit,cake,1
fruit,chees,1
citi,alley,1
circl,field,1
church,build,1
garbag,rain,1
garden,bush,1
glass,jean,1
girl,us,1
girl,women,1
glacier,road,1
glass,bakeri,1
glass,bar,1
glass,brick,1
glass,bucket,1
glass,camera,1
child,dog,1
glass,carri,1
glass,coffe,1
glass,fruit,1
child,crowd,1
child,player,1
chicken,dog,1
glass,pink,1
chicken,bird,1
glass,restaur,1
glass,school,1
glass,short,1
glass,tabl,1
glass,tea,1
glass,window,1
glass,wing,1
goat,cow,1
chicken,beef,1
child,mcdonald,1
girl,person,1
garden,caesar,1
gear,wive,1
garden,tree,1
garment,pink,1
gate,box,1
gate,door,1
gate,fenc,1
christma,palm,1
gate,line,1
chocol,batter,1
gather,place,1
gaug,pipe,1
gear,helmet,1
gear,parent,1
gentleman,friend,1
girl,men,1
gentleman,woman,1
chip,lettuc,1
giraff,eleph,1
children,student,1
girder,slab,1
girl,ball,1
children,plate,1
girl,children,1
children,other,1
girl,eleph,1
children,guest,1
child,toy,1
freez,honey,1
freebi,ball,1
pizza,cardboard,1
frame,leaf,1
flock,pair,1
clay,center,1
floor,background,1
floor,beam,1
classroom,bunch,1
floor,chair,1
floor,couch,1
floor,frame,1
civilian,fenc,1
floor,hill,1
floor,rug,1
cityscap,bu,1
floor,sofa,1
floor,tabl,1
flower,berri,1
flower,bottom,1
flower,candl,1
flower,color,1
flower,crystal,1
flower,fish,1
flower,grass,1
flower,jack,1
flower,lid,1
flower,object,1
flower,paint,1
flower,peopl,1
flower,pink,1
clay,street,1
flip,stunt,1
cliff,climb,1
fish,sit,1
fire,cross,1
fire,dozen,1
fire,metal,1
fire,storm,1
clock,brick,1
fireplac,bed,1
fireplac,comput,1
fireplac,coupl,1
fireplac,fireplac,1
fireplac,kitchen,1
fireplac,tv,1
firetruck,truck,1
fish,stripe,1
flip,countri,1
flag,bend,1
flag,bush,1
flag,car,1
flag,graffiti,1
flag,hand,1
flag,line,1
flag,tree,1
flamingo,human,1
flashlight,guitar,1
flight,rout,1
flight,winter,1
flip,cell,1
citi,video,1
flower,shirt,1
flower,stone,1
forest,road,1
foot,hand,1
citi,netherland,1
foreground,doorway,1
foreground,window,1
forest,bridg,1
forest,car,1
forest,fenc,1
citi,jerusalem,1
forest,gate,1
forest,highway,1
citi,hous,1
forest,pastur,1
fork,banana,1
citi,river,1
fork,hand,1
citi,forest,1
fork,sandwich,1
fork,tomato,1
fork,waiter,1
form,video,1
citi,field,1
fountain,leak,1
fountain,line,1
fountain,pool,1
frame,brick,1
frame,engin,1
citi,pass,1
food,thing,1
fluffi,femal,1
food,chicken,1
fluffi,pussi,1
flush,wait,1
foam,water,1
fog,wood,1
foil,th,1
foil,wood,1
food,alex,1
food,bacon,1
citi,us,1
food,bottl,1
food,breakfast,1
food,cereal,1
citi,sun,1
food,string,1
food,dish,1
food,fruit,1
food,grass,1
citi,subdivis,1
citi,side,1
food,money,1
food,pasta,1
citi,shop,1
food,pie,1
food,pizza,1
food,plate,1
food,popcorn,1
goat,sheep,1
gold,grandfath,1
chef,person,1
golf,u,1
helmet,hair,1
helmet,india,1
cement,freeway,1
helmet,photo,1
herb,crust,1
herd,calf,1
cellphon,tabl,1
cellphon,iphon,1
herd,video,1
highway,block,1
highway,car,1
highway,trail,1
highway,vehicl,1
highway,villag,1
hill,cliff,1
hill,grass,1
hill,highway,1
cellphon,cord,1
hill,park,1
hill,road,1
hill,tree,1
hill,zoo,1
hillsid,fire,1
hillsid,road,1
cell,speaker,1
hitter,kid,1
hog,cat,1
helmet,children,1
cement,ici,1
helmet,bike,1
center,stair,1
hat,bow,1
ceremoni,memori,1
hat,dress,1
cereal,water,1
hat,pant,1
hat,shirt,1
hat,shoe,1
hat,shoulder,1
hat,skirt,1
hat,smile,1
cereal,food,1
centerpiec,plate,1
cement,top,1
cement,sidewalk,1
cement,stone,1
hay,water,1
hay,wet,1
head,figur,1
head,water,1
headlight,brake,1
headlight,passeng,1
headphon,ipad,1
headphon,sunglass,1
headphon,woman,1
heart,head,1
hearth,shelf,1
cell,android,1
holder,bread,1
hole,window,1
hous,land,1
catcher,fan,1
hotel,outdoor,1
hotel,restaur,1
hotel,train,1
hous,basement,1
catcher,dodger,1
catcher,coach,1
hous,cup,1
hous,fire,1
hous,gate,1
hous,hotel,1
hous,kitchen,1
hous,school,1
catcher,man,1
hous,shop,1
hous,tree,1
hous,wheel,1
howdah,tiger,1
human,catcher,1
hurdl,track,1
catcher,bat,1
hybrid,cub,1
iceland,iceland,1
cat,tv,1
imag,anim,1
cat,sit,1
hotel,offic,1
hotel,beach,1
home,build,1
cattl,hill,1
home,hotel,1
home,post,1
home,seattl,1
homemad,chicken,1
homework,someth,1
honey,food,1
hood,roof,1
horn,male,1
horn,milk,1
cavern,bridg,1
hors,bull,1
cattl,sheep,1
hors,cross,1
hotel,basement,1
cattl,goat,1
cattl,cat,1
hors,eye,1
hors,hors,1
hors,man,1
hors,other,1
hors,pedestrian,1
catcher,pitcher,1
hors,train,1
horserac,carriag,1
hotdg,veget,1
hotdog,piec,1
hat,beard,1
chain,lead,1
hat,arm,1
gravel,muddi,1
grass,rice,1
chandeli,shower,1
grass,saturday,1
grass,soccer,1
chalkboard,highway,1
grass,stone,1
chalkboard,church,1
chalkboard,chair,1
grass,track,1
chaircouch,chair,1
grass,veget,1
grass,wood,1
gravel,sidewalk,1
channel,beach,1
gravi,ingredi,1
gray,fish,1
chair,suitcas,1
green,fruit,1
green,pasta,1
chair,rug,1
grey,dark,1
grey,pink,1
grey,rainbow,1
griddl,lid,1
chair,platform,1
ground,floor,1
grass,rain,1
grass,place,1
ground,pond,1
grass,downtown,1
good,bread,1
graffiti,hair,1
graffiti,sign,1
grandfath,wall,1
grass,anim,1
grass,background,1
grass,bamboo,1
grass,banana,1
grass,border,1
chef,orang,1
grass,dark,1
grass,dirt,1
grass,fece,1
grass,middl,1
grass,field,1
grass,food,1
grass,fruit,1
grass,goat,1
cheesecak,chees,1
chees,sauc,1
grass,hat,1
chees,chicken,1
grass,land,1
chat,browser,1
grass,line,1
grass,meat,1
ground,grass,1
chair,peopl,1
harbor,lake,1
chair,bench,1
hallway,street,1
halv,roll,1
hand,boy,1
hand,child,1
chair,bridg,1
hand,edit,1
hand,face,1
chair,blanket,1
hand,man,1
hand,mouth,1
hand,pocket,1
hand,watch,1
chair,behind,1
half,steel,1
handl,heart,1
chair,bed,1
handl,sea,1
handlebar,comput,1
chain,sign,1
handset,charger,1
chain,rod,1
hangar,market,1
hangar,museum,1
har,costum,1
harbor,boat,1
harbor,field,1
hall,area,1
half,ham,1
chair,kitchen,1
guest,kid,1
ground,sky,1
chair,hair,1
ground,track,1
ground,wall,1
ground,woman,1
group,bin,1
group,bunch,1
chair,girl,1
chair,doll,1
group,pile,1
group,team,1
group,world,1
guid,crew,1
half,box,1
guin,guin,1
guitar,furnitur,1
guitar,piano,1
chair,curtain,1
guy,friend,1
guy,girl,1
chair,coffe,1
guy,sat,1
guy,sit,1
habitat,lake,1
hair,eye,1
hairbrush,head,1
fire,candl,1
fire,barbecu,1
clock,bu,1
compon,watch,1
dessert,picnic,1
dessert,sauc,1
dessert,surf,1
concret,sidewalk,1
devic,chair,1
devic,fenc,1
devic,phone,1
concret,ice,1
dine,pool,1
concret,fenc,1
diner,restaur,1
dinett,end,1
concret,beach,1
dinner,busi,1
dinner,curri,1
dinner,picnic,1
dinosaur,dinosaur,1
dinosaur,flower,1
concret,back,1
direct,up,1
direct,window,1
dirt,air,1
dirt,backyard,1
dirt,bicycl,1
comput,toy,1
dirt,countri,1
dirt,dark,1
dessert,cone,1
dessert,color,1
concret,wood,1
desk,floor,1
desert,front,1
desert,glass,1
desert,way,1
design,digit,1
desk,bed,1
desk,bench,1
desk,box,1
construct,apart,1
desk,comput,1
desk,couch,1
desk,curtain,1
desk,fenc,1
desk,home,1
desktop,ipad,1
desk,lamp,1
desk,laptop,1
desk,monitor,1
desk,pc,1
cone,door,1
desk,seat,1
desk,shelf,1
desk,sofa,1
cone,bump,1
desk,tree,1
desktop,home,1
conductor,cart,1
dirt,desert,1
comput,stuf,1
dirt,glass,1
doberman,dog,1
display,pot,1
display,restaur,1
display,room,1
comput,footbal,1
display,shelv,1
display,show,1
display,sign,1
display,standbi,1
distanc,dark,1
distanc,sydney,1
distanc,turtl,1
distanc,video,1
dock,bridg,1
display,pile,1
dock,home,1
dock,river,1
dog,bear,1
dog,bed,1
comput,desk,1
dog,book,1
dog,child,1
dog,driver,1
dog,field,1
dog,highway,1
dog,hors,1
compound,cave,1
display,pillow,1
display,oil,1
dirt,mud,1
comput,monitor,1
dirt,park,1
dirt,pool,1
dirt,soccer,1
dirt,watch,1
dirti,coffe,1
dirti,wwii,1
dirtroad,mud,1
disc,comput,1
disc,object,1
disc,toy,1
comput,peopl,1
dish,bowl,1
dish,pint,1
comput,hand,1
dish,potato,1
comput,mirror,1
dish,sandwich,1
dish,tabl,1
dishwash,kitchen,1
dispens,bowl,1
comput,laptop,1
display,board,1
display,chair,1
display,enclosur,1
display,guest,1
display,ledg,1
desert,citi,1
desert,cake,1
desert,bag,1
crate,trailer,1
cow,deer,1
cow,farmer,1
cooler,bench,1
cookwar,pictur,1
cow,men,1
cow,peopl,1
cow,sheep,1
cooki,soda,1
cowboy,dog,1
crapo,restaur,1
crate,bag,1
crate,plate,1
creepi,skull,1
cow,buck,1
cooki,juic,1
crochet,fur,1
cooki,honey,1
cooki,center,1
cross,lane,1
cross,loop,1
crosswalk,park,1
crosswalk,path,1
cook,coat,1
crowd,camera,1
crowd,coupl,1
crowd,famili,1
cooler,person,1
cooler,refriger,1
crowd,group,1
countrysid,netherland,1
couch,blanket,1
couch,jacket,1
couch,shirt,1
costum,suit,1
costum,pink,1
counter,desk,1
costum,crown,1
counter,shelf,1
costum,cloth,1
corner,vendor,1
countri,custom,1
countri,game,1
countrysid,wood,1
cover,blanket,1
coupl,bride,1
corner,bu,1
corn,roast,1
cord,game,1
coupl,lawn,1
coral,cage,1
copper,mountain,1
coupl,number,1
cop,man,1
court,bench,1
court,bike,1
cooler,rope,1
crowd,fountain,1
crowd,hous,1
descript,play,1
dashboard,roof,1
curtain,dog,1
curtain,door,1
curtain,hous,1
curtain,offic,1
contrapt,platform,1
content,root,1
cushion,chair,1
contain,tray,1
cut,pastri,1
contain,train,1
dark,background,1
dashboard,door,1
day,parad,1
control,cartridg,1
dayb,room,1
daytim,citi,1
daytim,man,1
contain,suitcas,1
contain,kind,1
deck,surfac,1
decor,book,1
decor,boy,1
decor,egg,1
decor,thing,1
decor,weed,1
deli,restaur,1
curtain,corner,1
control,collar,1
crowd,night,1
cup,child,1
crowd,photo,1
cook,clean,1
crowd,race,1
crowd,row,1
crumbl,live,1
cub,fire,1
cube,cabl,1
cubicl,build,1
cunter,floor,1
cup,banana,1
convent,roadsid,1
cup,camera,1
cup,cigarett,1
curb,shoulder,1
cup,knife,1
control,key,1
cup,row,1
cup,sign,1
control,front,1
cupboard,stove,1
cupcak,food,1
curatin,curtain,1
curb,beach,1
curb,bench,1
curb,highway,1
curb,hous,1
dog,lion,1
compon,cost,1
finger,leg,1
dog,mother,1
famili,herd,1
famili,pictur,1
famili,vintag,1
coaster,soccer,1
fan,light,1
coast,bank,1
coach,school,1
farm,forest,1
farm,woodland,1
farmer,goat,1
farmer,man,1
farmer,store,1
father,friend,1
clutter,peopl,1
cluster,pair,1
fee,meter,1
feeder,branch,1
cloudi,winter,1
femal,parent,1
fenc,bar,1
fenc,barn,1
fenc,box,1
fenc,bridg,1
cloud,plane,1
fenc,cage,1
cloud,figur,1
fenc,circl,1
famili,children,1
fake,blue,1
fair,bar,1
eye,face,1
even,scene,1
event,activ,1
event,apart,1
event,cafe,1
event,estat,1
event,even,1
everyth,chees,1
excit,movement,1
exhibit,enclosur,1
exhibit,offic,1
exit,border,1
expo,passeng,1
coffe,picnic,1
face,timer,1
eye,stripe,1
coffe,middl,1
eye,wig,1
fabric,cake,1
face,angu,1
face,arrow,1
face,circl,1
face,hand,1
face,muzzl,1
face,paw,1
coffe,chair,1
face,tail,1
fenc,cliff,1
cloth,paper,1
cloth,glass,1
field,school,1
field,gate,1
clock,metal,1
clock,logo,1
field,middl,1
clock,light,1
field,nest,1
field,pastur,1
clock,glass,1
clock,fountain,1
field,pond,1
field,pool,1
clock,dome,1
field,sidewalk,1
clock,park,1
field,space,1
field,street,1
field,suit,1
field,tabl,1
clock,citi,1
clock,car,1
clock,candl,1
fight,convers,1
fighter,cargo,1
figurin,pen,1
clock,calendar,1
clock,build,1
clock,one,1
field,flock,1
cloth,footwear,1
ferri,fish,1
cloth,door,1
cloth,chair,1
fenc,pole,1
fenc,restaur,1
cloth,cat,1
fenc,roof,1
fenc,school,1
fenc,scoreboard,1
fenc,straw,1
fenc,tent,1
fenc,wall,1
ferri,boat,1
closet,closet,1
field,field,1
field,background,1
close,draw,1
clock,woman,1
field,bench,1
clock,tabl,1
clock,star,1
field,child,1
clock,spot,1
field,citi,1
field,day,1
field,distanc,1
field,fenc,1
esplanad,display,1
equip,tractor,1
equip,mask,1
dragon,blue,1
dork,guy,1
dot,sugar,1
doubl,practic,1
commun,school,1
doughnut,bread,1
doughnut,bun,1
doughnut,factori,1
doughnut,food,1
doughnut,sentenc,1
downhil,desert,1
downhil,lake,1
dr,bod,1
commod,plate,1
commut,freight,1
draw,photo,1
draw,portrait,1
dress,hat,1
combin,hous,1
dresser,wall,1
comb,plate,1
drink,beer,1
drink,bibl,1
drink,bottl,1
drink,cane,1
drink,friend,1
drink,frog,1
doorway,window,1
commut,men,1
drink,middl,1
dolphin,beach,1
dog,peopl,1
competit,park,1
dog,polic,1
dog,puppi,1
competit,famili,1
dog,toddler,1
dog,toy,1
dog,tv,1
dog,water,1
dog,window,1
doll,blood,1
doll,toy,1
competit,beach,1
commut,student,1
donut,bag,1
competit,battl,1
donut,cardboard,1
compart,plate,1
donut,coffe,1
donut,cooki,1
donut,handl,1
donut,treat,1
door,bath,1
companion,men,1
door,front,1
door,sky,1
drink,heart,1
drink,milk,1
equip,goggl,1
eleph,water,1
coin,man,1
electron,book,1
coffe,water,1
eleph,boy,1
eleph,calf,1
eleph,cow,1
eleph,dog,1
eleph,fur,1
coffe,pool,1
eleph,man,1
eleph,oak,1
eleph,pond,1
elk,anim,1
egg,food,1
emerg,fish,1
employe,passeng,1
encloseur,cage,1
coffe,pizza,1
enclosur,egg,1
enclosur,exhibit,1
enclosur,herd,1
engin,carriag,1
engin,light,1
engin,track,1
envelop,view,1
equip,chees,1
egg,sausag,1
egg,appl,1
drink,pet,1
dumpster,trailer,1
drink,salad,1
color,wing,1
drive,park,1
driver,hay,1
driveway,beach,1
driveway,hallway,1
driveway,park,1
driveway,snow,1
colleg,toddler,1
duck,bodi,1
duck,eleph,1
dumpster,car,1
dumptruck,truck,1
coin,tree,1
duvet,bathroom,1
dvd,cd,1
dwell,restaur,1
dwell,tree,1
collar,tag,1
ear,pocket,1
ear,tongu,1
eat,cri,1
collag,scene,1
eat,farm,1
eat,smile,1
edg,chees,1
cat,pizza,1
individu,experi,1
individu,protest,1
park,hous,1
orang,island,1
orang,leav,1
orang,lone,1
orang,oak,1
build,water,1
orang,olymp,1
orang,pizza,1
orang,rice,1
build,warehous,1
orang,today,1
organ,antiqu,1
ornat,grandfath,1
other,banner,1
other,car,1
build,train,1
other,duck,1
other,eye,1
build,track,1
other,polic,1
build,supermarket,1
outdoor,subway,1
outer,cycl,1
outfield,young,1
outfit,green,1
outfit,wig,1
outsid,bell,1
oven,accid,1
orang,hous,1
orang,grape,1
orang,glass,1
oil,china,1
bunch,desk,1
ocean,rain,1
bunch,box,1
ocean,sunset,1
ocean,water,1
oerson,child,1
offic,apart,1
offic,game,1
offic,lawn,1
offic,school,1
offic,voic,1
bunch,bag,1
oil,vinegar,1
orang,fruit,1
one,junk,1
one,women,1
onion,orang,1
bun,fri,1
bullet,freight,1
orang,antiqu,1
bull,superman,1
bull,hill,1
orang,automobil,1
bull,dog,1
bull,bull,1
orang,fish,1
oven,airport,1
build,street,1
oven,bowl,1
paper,display,1
pan,box,1
pan,chair,1
pan,counter,1
pan,jar,1
pan,stove,1
build,manhattan,1
build,mall,1
build,london,1
build,lake,1
pant,head,1
pantri,wall,1
paper,bread,1
paper,metal,1
pallet,board,1
paper,tv,1
paper,wire,1
paperwork,shoulder,1
build,hospit,1
build,hole,1
park,air,1
build,hangar,1
park,chair,1
build,gate,1
build,garag,1
build,fountain,1
build,fire,1
palm,mango,1
palac,hous,1
oven,crust,1
build,pyramid,1
oven,egg,1
oven,freezer,1
oven,kitchen,1
oven,microwav,1
oven,oval,1
oven,tray,1
overpass,arrow,1
owner,mother,1
oxen,eleph,1
pack,pair,1
build,room,1
build,restaur,1
paint,circl,1
palac,background,1
paint,figur,1
paint,flag,1
build,programm,1
paint,tv,1
pair,box,1
pair,bunch,1
pair,fleet,1
build,place,1
build,park,1
pair,hundr,1
pair,thousand,1
pair,view,1
bunch,maze,1
bunch,plant,1
ocean,intersect,1
busi,road,1
mountain,hill,1
mountain,hous,1
mountain,lift,1
mountain,rice,1
mountain,road,1
mountain,town,1
mountain,track,1
businessman,peopl,1
mountain,winter,1
mous,desk,1
mous,dozen,1
mous,held,1
mous,laptop,1
mountain,gun,1
busi,home,1
busi,dozen,1
mous,router,1
mous,touchscreen,1
bush,light,1
mouth,arm,1
mouth,pocket,1
movi,book,1
bush,hill,1
mud,weed,1
mug,bowl,1
mug,tabl,1
mountain,highway,1
mountain,grass,1
bush,gate,1
butterfli,flower,1
motorbik,truck,1
motorcycl,accord,1
cabinet,cabinet,1
motorcycl,camp,1
motorcycl,cow,1
motorcycl,motorcycl,1
motorcycl,passeng,1
button,knive,1
motorcycl,soldier,1
motorcycl,steer,1
butterfli,laptop,1
motorcycl,triangular,1
motorcycl,wind,1
mountain,goat,1
butter,fruit,1
motorcyclist,woman,1
motorist,peopl,1
mound,bench,1
mound,field,1
mountain,beach,1
mountain,bicycl,1
mountain,bridg,1
mountain,build,1
butt,head,1
mountain,dock,1
mountain,field,1
multi,neon,1
mum,tree,1
ocean,highway,1
nut,chip,1
noodl,chicken,1
noodl,meat,1
noodl,spaghetti,1
nook,cat,1
buse,bike,1
notebook,desktop,1
notebook,hose,1
notebook,window,1
burgundi,candl,1
number,hand,1
number,queue,1
nunchuck,consol,1
bunni,cartoon,1
buse,hous,1
object,bottl,1
object,door,1
object,iphon,1
object,island,1
bunk,hospit,1
bunch,tray,1
obstacl,intersect,1
obstacl,olymp,1
ocean,build,1
bunch,slice,1
ocean,citi,1
bunch,plate,1
nightvis,len,1
night,school,1
mural,dozen,1
buse,truck,1
mural,fire,1
mural,map,1
mural,scope,1
murder,walk,1
museum,shop,1
mustach,beard,1
bush,bush,1
mustard,fri,1
mustard,wine,1
mysteri,orang,1
bush,area,1
napkin,napkin,1
nearbi,men,1
night,manhattan,1
neck,bow,1
neck,hair,1
neckti,sunglass,1
needl,tree,1
neighborhood,park,1
neighborhood,place,1
neighborhood,street,1
neighborhood,villag,1
net,equip,1
newspap,book,1
newspap,bowl,1
night,home,1
park,highway,1
park,neighborhood,1
motor,tandem,1
park,park,1
photo,audienc,1
bridg,cemeteri,1
photo,kind,1
photo,paint,1
bride,bride,1
brick,stone,1
brick,school,1
photo,shot,1
couch,desk,1
photo,view,1
photo,woman,1
photograph,car,1
photograph,construct,1
photograph,draw,1
photograph,model,1
photograph,video,1
photographi,fluoresc,1
picin,restaur,1
pick,verizon,1
pickup,challeng,1
pickup,dump,1
picnic,box,1
picnic,dine,1
picnic,kitchen,1
picnic,photo,1
pictur,barn,1
pictur,bath,1
bridg,citi,1
bridg,cross,1
phone,tower,1
person,waitress,1
person,foreground,1
broccoli,beef,1
broccoli,appl,1
person,herself,1
person,hind,1
person,plane,1
person,protest,1
person,robot,1
bridg,pile,1
bridg,mother,1
person,video,1
bridg,lake,1
bridg,island,1
phone,sign,1
bridg,hole,1
phone,bed,1
phone,bowl,1
phone,camera,1
phone,comput,1
phone,desk,1
phone,doll,1
bridg,highway,1
phone,ipad,1
phone,plate,1
bridg,field,1
phone,sidewalk,1
brick,pile,1
brick,miniatur,1
brick,iron,1
pink,govern,1
pile,box,1
pile,ice,1
pillow,bed,1
pillow,flower,1
pillow,spring,1
pin,build,1
pin,group,1
pin,pen,1
pineappl,pot,1
breezi,display,1
pink,comb,1
pink,flower,1
pink,hospit,1
pier,pier,1
pink,park,1
pink,picnic,1
pink,rose,1
pink,snowi,1
breakfast,meal,1
pirat,santa,1
pit,skate,1
pitch,catcher,1
pitcher,fan,1
breakfast,bread,1
pitcher,person,1
pitcher,player,1
pier,structur,1
brick,bell,1
pictur,cartoon,1
brick,dirt,1
pictur,custom,1
pictur,draw,1
pictur,fireplac,1
pictur,glimps,1
pictur,group,1
pictur,look,1
pictur,map,1
pictur,model,1
pictur,music,1
brick,govern,1
pictur,replica,1
pictur,river,1
pictur,skeleton,1
piec,ball,1
pictur,sketch,1
pictur,skull,1
pictur,speaker,1
pictur,time,1
brick,citi,1
brick,burn,1
pictur,woman,1
pictur,world,1
brick,blank,1
pie,cake,1
pie,carrot,1
pie,freez,1
person,fisherman,1
person,farmer,1
broccoli,flower,1
buid,garag,1
pastri,banana,1
pastri,cake,1
build,basement,1
pastri,food,1
pastri,pie,1
pastri,piec,1
build,bar,1
pastri,rice,1
build,apart,1
pastur,bed,1
pastur,valley,1
path,field,1
path,hill,1
build,beach,1
path,street,1
pathway,road,1
patio,barn,1
patio,room,1
pattern,stain,1
pavement,ground,1
pavement,moon,1
buddi,wife,1
pavilion,bridg,1
pc,laptop,1
peach,orang,1
peach,veget,1
pasteri,pastri,1
build,build,1
pear,mug,1
build,door,1
park,sand,1
park,squar,1
park,street,1
park,traffic,1
park,water,1
park,wheelchair,1
parket,water,1
parley,ginger,1
parsley,mustard,1
build,farm,1
parti,restaur,1
parti,santa,1
pass,drive,1
build,castl,1
build,dock,1
passageway,space,1
passang,freight,1
build,courthous,1
passeng,bart,1
passeng,charter,1
passeng,freight,1
passeng,light,1
passeng,metro,1
build,condo,1
build,chicago,1
passeng,shuttl,1
bud,pine,1
pedestrian,student,1
person,desk,1
pepper,squash,1
brunett,transgend,1
peopl,money,1
peopl,noth,1
brown,water,1
peopl,protest,1
peopl,sand,1
brown,blue,1
bronz,buddha,1
peopl,teenag,1
peopl,victim,1
peopl,woman,1
pepper,chees,1
pepperocini,bowl,1
brush,flower,1
pepsi,coffe,1
perform,video,1
period,offic,1
broccoli,sauc,1
person,baker,1
broccoli,rice,1
broccoli,onion,1
broccoli,ingredi,1
person,chef,1
broccoli,food,1
person,coupl,1
person,cowboy,1
peopl,market,1
brush,ice,1
pedestrian,vehicl,1
peopl,bird,1
peek,jump,1
peel,box,1
peeler,salad,1
pen,area,1
pen,box,1
bucket,ring,1
pen,den,1
pen,field,1
pen,row,1
pen,shed,1
pen,sticker,1
peopl,bicycl,1
bu,system,1
brush,stick,1
peopl,canada,1
peopl,chicago,1
bu,stand,1
bu,sign,1
bu,plane,1
peopl,firework,1
peopl,fishermen,1
bu,phone,1
bu,cabin,1
peopl,herself,1
peopl,hole,1
peopl,hors,1
cabinet,door,1
motor,quad,1
indoor,amtrak,1
liquid,wine,1
cargo,spi,1
lane,lake,1
lane,path,1
cargo,commut,1
lap,stove,1
care,man,1
cardboard,arm,1
laptop,bench,1
car,woman,1
laptop,car,1
car,view,1
laptop,comput,1
laptop,door,1
laptop,floor,1
laptop,garden,1
car,van,1
laptop,lamp,1
laptop,marker,1
car,traffic,1
car,track,1
laptop,pc,1
laptop,phone,1
laptop,printer,1
laptop,room,1
laptop,screen,1
laptop,tabl,1
car,taxi,1
landscap,manhattan,1
land,bamboo,1
lamp,tabl,1
lake,dock,1
knife,veget,1
knife,window,1
knit,car,1
ladder,wall,1
ladi,boy,1
ladi,chef,1
ladi,farmer,1
carpet,sofa,1
ladi,man,1
carpet,ground,1
carpet,fur,1
ladi,umbrella,1
lake,field,1
lamp,sword,1
lake,pond,1
carpet,couch,1
lake,sidewalk,1
lake,tree,1
lamb,lion,1
lamp,couch,1
lamp,fenc,1
lamp,headphon,1
lamp,lamp,1
lamp,mattress,1
lamp,pole,1
lamp,printer,1
laptopscomputerkeyboard,tv,1
laugh,play,1
lawn,beach,1
light,peopl,1
light,box,1
light,car,1
light,cloth,1
light,cone,1
light,cop,1
light,elf,1
light,engin,1
light,finish,1
light,light,1
light,man,1
light,name,1
light,passeng,1
car,driver,1
lift,trailer,1
car,cyclist,1
light,smoke,1
light,tree,1
light,vaniti,1
lime,pink,1
line,bag,1
line,camera,1
line,group,1
line,london,1
liner,dress,1
link,mail,1
lion,lion,1
light,balloon,1
lift,jump,1
lay,asleep,1
ledg,branch,1
car,stream,1
lay,jump,1
lay,play,1
lay,walk,1
layer,pound,1
leaf,rain,1
car,rail,1
leather,lawn,1
car,pickup,1
leav,visitor,1
car,passeng,1
ledg,bench,1
ledg,chair,1
life,son,1
car,mine,1
ledg,sidewalk,1
ledg,tree,1
leg,head,1
lego,dinosaur,1
lemon,purs,1
lemon,vodka,1
len,window,1
lettuc,bacon,1
car,man,1
lid,mirror,1
car,kitchen,1
carpet,tabl,1
knife,salad,1
knife,razor,1
jet,helicopt,1
item,color,1
cat,chair,1
cat,buddha,1
jail,winter,1
jar,book,1
jar,glass,1
jar,tabl,1
cat,bedroom,1
jersey,bull,1
jersey,cap,1
jersey,eye,1
jet,airlin,1
cat,anim,1
item,chair,1
jet,paper,1
case,store,1
case,jacket,1
jewelri,groceri,1
jouster,person,1
juic,coffe,1
juic,milk,1
juic,seed,1
juic,sugar,1
jump,babi,1
cart,vehicl,1
