Unnamed: 0,index,caption_1,caption_2,filename,type,image_id,source_file,destination_file,label_1,label_2,label_3,label,correct
15019,7793,An eyecatching sign shaped like an elephant holding a billboard.,An eyecatching sign shaped like an elephant holding a gun.,166563_4,counterfactual,15019,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/166563_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15019.jpg,caption_2,,,caption_2,correct
15020,6904,A city street lined with parked cars at night.,A city street lined with parked cars at dusk.,400367_4,counterfactual,15020,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/400367_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15020.jpg,caption_1,,,caption_2,incorrect
15021,17285,"A man has stick, which is holding some bread, between his fingers.","A man has stick, which is holding some bread, between his teeth.",163640_4,original,15021,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/163640_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15021.jpg,caption_1,,,caption_1,correct
15022,18241,"a plate with toast, eggs, corn and some meat next to some coffee","a plate with rice, eggs, corn and some meat next to some coffee",256518_2,original,15022,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/256518_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15022.jpg,neither,,,caption_1,neither
15023,20108,A man holding a tennis racquet on a tennis court.,A boy holding a tennis racquet on a tennis court.,451435_2,original,15023,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/451435_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15023.jpg,caption_1,,,caption_1,correct
15024,1037,A red light is a wonderful contrast to the pink leaves on trees,A red light is a wonderful contrast to the blue leaves on trees,15272_0,counterfactual,15024,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/15272_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15024.jpg,caption_1,,,caption_2,incorrect
15025,1093,A German Shepherd dog wearing a helmet sitting by a motor cycle.,A German Shepherd dog wearing a helmet sitting by a motor home.,472375_2,counterfactual,15025,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/472375_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15025.jpg,neither,,,caption_2,neither
15026,2127,A person riding a very tall bike in the street.,A man riding a very tall bike in the street.,289343_1,original,15026,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/289343_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15026.jpg,caption_1,,,caption_1,correct
15027,10756,a man in a blue shirt playing with a white ball,a boy in a blue shirt playing with a white ball,328238_1,counterfactual,15027,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/328238_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15027.jpg,caption_2,,,caption_2,correct
15028,7294,A street with a row of older red brick building on one side.,A street with a row of older red brick homes on one side.,6723_3,counterfactual,15028,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/6723_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15028.jpg,caption_2,,,caption_2,correct
15029,17923,A woman holding a book about the topic fun.  ,A woman holding a book about the family fun.,551439_1,original,15029,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/551439_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15029.jpg,caption_1,,,caption_1,correct
15030,3900,a burnt tea spoon sits on a wooden surface ,a burnt tea cup sits on a wooden surface,129113_0,original,15030,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/129113_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15030.jpg,caption_1,,,caption_1,correct
15031,11810,three little kids that have different ties on,three little kids that have different clothes on,406417_0,original,15031,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/406417_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15031.jpg,caption_2,,,caption_1,incorrect
15032,15270,some apples oranges and another yellow and green fruit,some apples today and another yellow and green fruit,406570_4,original,15032,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/406570_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15032.jpg,caption_1,,,caption_1,correct
15033,18696,A boy standing by a soccer ball on a field.,A boy standing by a soccer ball on a beach.,371552_1,original,15033,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/371552_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15033.jpg,caption_1,,,caption_1,correct
15034,11580,a dog sits on a step perking its ears up,a dog sits on a step perking its head up,505573_1,counterfactual,15034,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/505573_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15034.jpg,caption_1,,,caption_2,incorrect
15035,17954,A man is riding a surfboard through a wave.,A man is riding a surfboard through a canal.,122672_2,original,15035,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/122672_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15035.jpg,caption_1,,,caption_1,correct
15036,2964,A smiling man is behind the counter at a restaurant. ,A smiling man is behind the counter at a Starbucks.,466986_2,original,15036,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/466986_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15036.jpg,caption_1,,,caption_1,correct
15037,13623,two zebras standing close to a little one ,two zebras standing close to a little girl,545129_4,counterfactual,15037,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/545129_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15037.jpg,neither,,,caption_2,neither
15038,22257,A group of people milling about inside a large space in the winter.,A group of people milling about inside a large tent in the winter.,282298_0,original,15038,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/282298_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15038.jpg,caption_1,,,caption_1,correct
15039,11183,A very cute looking small dog by some food.,A very cute looking small dog by some people.,82807_0,original,15039,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/82807_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15039.jpg,caption_1,,,caption_1,correct
15040,24072,A pair of scissors near a camera and some other devices.,A pair of scissors near a laptop and some other devices.,351096_2,original,15040,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/351096_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15040.jpg,caption_1,,,caption_1,correct
15041,22918,Man and women gather around to play a video game.,Girls and women gather around to play a video game.,187734_1,original,15041,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/187734_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15041.jpg,caption_1,,,caption_1,correct
15042,19976,Two people standing on a sandy beach flying a kite.,Two guys standing on a sandy beach flying a kite.,494759_4,original,15042,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/494759_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15042.jpg,caption_1,,,caption_1,correct
15043,3154,A black and silver motorcycle outside on the road. ,A black and silver motorcycle outside on the sidewalk.,297147_3,counterfactual,15043,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/297147_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15043.jpg,caption_1,,,caption_2,incorrect
15044,17973,A woman holding a Nintendo Wii game controller near a man.,A woman holding a Nintendo Wii game controller near a store.,383838_2,original,15044,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/383838_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15044.jpg,caption_1,,,caption_1,correct
15045,3365,A plane flies over the hills above a developed shoreline.,A plane flies over the ocean above a developed shoreline.,502347_4,counterfactual,15045,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/502347_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15045.jpg,caption_2,,,caption_2,correct
15046,24234,A bowl has a soup with potatoes and vegetables. ,A bowl has a soup with meat and vegetables.,105335_4,original,15046,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/105335_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15046.jpg,caption_1,,,caption_1,correct
15047,23502,Several teddy bears appear to have a picnic on the grass.,Several teddy bears appear to have a picnic on the beach.,211120_0,original,15047,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/211120_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15047.jpg,caption_1,,,caption_1,correct
15048,14860,A young man stands in a kitchen watching a griddle. ,A young man stands in a kitchen watching a show.,330818_1,original,15048,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/330818_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15048.jpg,caption_1,,,caption_1,correct
15049,20035,A man laying on his back while kicking a soccer ball.,A boy laying on his back while kicking a soccer ball.,463690_3,original,15049,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/463690_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15049.jpg,caption_2,,,caption_1,incorrect
15050,1313,A giraffe and bird in a grassy area with a fence.,A giraffe and calf in a grassy area with a fence.,245513_2,counterfactual,15050,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/245513_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15050.jpg,caption_2,,,caption_2,correct
15051,8622,A map of the Boston subway printed on a statue of a cow.,A map of the Boston area printed on a statue of a cow.,507667_0,original,15051,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/507667_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15051.jpg,neither,,,caption_1,neither
15052,9284,A cat resting on an open laptop computer.,A cat resting on an open laptop bag.,1675_0,original,15052,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/1675_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15052.jpg,caption_1,,,caption_1,correct
15053,10219,A person walking while carrying a rainbow umbrella,A person walking while carrying a beach umbrella,360960_1,counterfactual,15053,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/360960_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15053.jpg,caption_1,,,caption_2,incorrect
15054,19829,Four bottles of liquid set in a refrigerator.,Four bottles of wine set in a refrigerator.,132329_3,original,15054,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/132329_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15054.jpg,caption_2,,,caption_1,incorrect
15055,4602,"In a city, the buildings are illuminated while trains sit below.","In a video, the buildings are illuminated while trains sit below.",502229_2,original,15055,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/502229_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15055.jpg,caption_1,,,caption_1,correct
15056,12991,A large crowd of people riding horses walks along a trail.,A large crowd of people riding horses walks along a street.,439180_3,original,15056,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/439180_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15056.jpg,caption_1,,,caption_1,correct
15057,8542,A colorful chain with a note attached is wrapped around a parking meter's post.,A colorful box with a note attached is wrapped around a parking meter's post.,568147_0,original,15057,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/568147_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15057.jpg,caption_1,,,caption_1,correct
15058,7210,A street light with a mountain view in the background,A street view with a mountain view in the background,575372_1,original,15058,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/575372_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15058.jpg,caption_1,,,caption_1,correct
15059,1307,a cat looking out from an open doorway ,a cat looking out from an open window,386457_1,counterfactual,15059,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/386457_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15059.jpg,caption_2,,,caption_2,correct
15060,10541,A parket meter sitting next to a parking space.,A water meter sitting next to a parking space.,430871_4,original,15060,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/430871_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15060.jpg,caption_2,,,caption_1,incorrect
15061,332,A lone motorcycle is parked in the lighted parking lot.,A lone car is parked in the lighted parking lot.,276284_4,original,15061,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/276284_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15061.jpg,caption_1,,,caption_1,correct
15062,824,A man standing by the ocean with something in his hand.,A man standing by the water with something in his hand.,163562_4,original,15062,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/163562_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15062.jpg,caption_1,,,caption_1,correct
15063,2634,"A toilet, mirror and sink in a toilet","A toilet, sink and sink in a toilet",267670_0,original,15063,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/267670_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15063.jpg,caption_1,,,caption_1,correct
15064,16476,A woman entering the ocean with a surfboard,A woman entering the park with a surfboard,516173_1,original,15064,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/516173_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15064.jpg,caption_1,,,caption_1,correct
15065,14954,A giraffe standing next to a zebra on a field.,A giraffe standing next to a zebra on a beach.,163290_0,original,15065,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/163290_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15065.jpg,caption_1,,,caption_1,correct
15066,9364,Men looking at something near a boat and a truck with the hood raised.,Men looking at something near a car and a truck with the hood raised.,448256_4,counterfactual,15066,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/448256_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15066.jpg,caption_1,,,caption_2,incorrect
15067,10122,A young redheaded woman in sunglasses and black tank top holds a black leather purse and a white umbrella.,A young redheaded woman in sunglasses and black tank top holds a black leather purse and a white bag.,250137_2,counterfactual,15067,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/250137_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15067.jpg,caption_2,,,caption_2,correct
15068,18711,The action in a competitive professional basketball game.,The action in a competitive college basketball game.,481390_1,original,15068,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/481390_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15068.jpg,caption_2,,,caption_1,incorrect
15069,10739,A dark colored cat that is looking up at a television that is on and has a program playing on it.,A dark colored cat that is looking up at a radio that is on and has a program playing on it.,533536_4,counterfactual,15069,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/533536_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15069.jpg,caption_2,,,caption_2,correct
15070,13601,two people standing on the same skateboard and holding each other up.,two men standing on the same skateboard and holding each other up.,87476_1,counterfactual,15070,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/87476_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15070.jpg,caption_2,,,caption_2,correct
15071,15046,A slice of cake sitting top of a white plate.,A slice of pie sitting top of a white plate.,496954_0,counterfactual,15071,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/496954_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15071.jpg,caption_1,,,caption_2,incorrect
15072,22572,A group of men on a field playing baseball.,A group of men on a boat playing baseball.,133969_2,counterfactual,15072,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/133969_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15072.jpg,caption_2,,,caption_2,correct
15073,17725,A group of kids being instructed on how to boogie board.,A group of students being instructed on how to boogie board.,81988_3,counterfactual,15073,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/81988_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15073.jpg,caption_2,,,caption_2,correct
15074,12519,A bunch of children skiing down a slope,A bunch of people skiing down a slope,384666_2,original,15074,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/384666_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15074.jpg,caption_1,,,caption_1,correct
15075,6386,A passenger jet that is flying in the sky.,A fighter jet that is flying in the sky.,545407_1,counterfactual,15075,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/545407_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15075.jpg,caption_2,,,caption_2,correct
15076,12076,A team of skiers rides intently across the snow.,A pair of skiers rides intently across the snow.,197388_0,counterfactual,15076,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/197388_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15076.jpg,caption_2,,,caption_2,correct
15077,21504,A group of men on a field playing baseball.,A group of men on a boat playing baseball.,531135_0,original,15077,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/531135_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15077.jpg,caption_1,,,caption_1,correct
15078,10509,A man standing with an elephant that has painted markings on it.,A man standing with an animal that has painted markings on it.,369037_2,counterfactual,15078,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/369037_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15078.jpg,neither,,,caption_2,neither
15079,15145,The fresh oranges are cut up on the table outside.,The fresh oranges are cut up on the tree outside.,283070_4,counterfactual,15079,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/283070_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15079.jpg,caption_2,,,caption_2,correct
15080,20024,A room in a home with a chair set up against the wall. ,A room in a home with a bed set up against the wall.,415741_2,counterfactual,15080,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/415741_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15080.jpg,caption_2,,,caption_2,correct
15081,23864,A man taking a photo with his right hand and eating food with his left hand.,A man taking a selfie with his right hand and eating food with his left hand.,334309_2,original,15081,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/334309_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15081.jpg,caption_1,,,caption_1,correct
15082,21466,"A mouse, keyboard, and a monitor on a desk.","A tablet, keyboard, and a monitor on a desk.",38576_2,counterfactual,15082,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/38576_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15082.jpg,caption_2,,,caption_2,correct
15083,16814,A small fridge in a efficiency hotel room,A small fridge in a London hotel room,571313_1,original,15083,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/571313_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15083.jpg,caption_1,,,caption_1,correct
15084,8648,Beach goers set up umbrellas next to rental signs while a cop watches.,Beach goers set up umbrellas next to rental signs while a crowd watches.,319369_3,original,15084,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/319369_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15084.jpg,caption_1,,,caption_1,correct
15085,8399,Two elephants standing behind a rope in an enclosure,Two elephants standing behind a fence in an enclosure,368961_1,original,15085,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/368961_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15085.jpg,caption_1,,,caption_1,correct
15086,16362,A man is cutting into a cake as someone hugs him.,A boy is cutting into a cake as someone hugs him.,570471_2,original,15086,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/570471_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15086.jpg,neither,,,caption_1,neither
15087,10421,Three men rest against their truck for a break from work.,Three men rest against their car for a break from work.,297022_2,original,15087,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/297022_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15087.jpg,caption_2,,,caption_1,incorrect
15088,10545,A woman standing behind a fence looking at an elephant.,A woman standing behind a bush looking at an elephant.,106757_3,original,15088,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/106757_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15088.jpg,neither,,,caption_1,neither
15089,18738,"Two people lying on belly on surfboards close to each other, in large watery expanse.","Two people lying on belly on ground close to each other, in large watery expanse.",214703_3,counterfactual,15089,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/214703_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15089.jpg,caption_1,,,caption_2,incorrect
15090,5811,"A bike, two dogs and a man sitting on public transportation. ","A car, two dogs and a man sitting on public transportation.",432553_2,original,15090,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/432553_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15090.jpg,neither,,,caption_1,neither
15091,15009,a person holding a knife cuts into a cake ,a boy holding a knife cuts into a cake,81738_2,original,15091,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/81738_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15091.jpg,caption_1,,,caption_1,correct
15092,18096,two people playing a match of tennis on a court.,two men playing a match of tennis on a court.,372577_1,original,15092,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/372577_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15092.jpg,caption_1,,,caption_1,correct
15093,5687,A wooden utility pole sports several street signs.,A wooden totem pole sports several street signs.,58636_3,original,15093,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/58636_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15093.jpg,caption_1,,,caption_1,correct
15094,11322,a man standing next to a truck with some stuff on it,a man standing next to a truck with some graffiti on it,46872_3,original,15094,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/46872_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15094.jpg,neither,,,caption_1,neither
15095,5970,a man walks down a sidewalk as a vehicle passes ,a man walks down a sidewalk as a bus passes,389684_4,counterfactual,15095,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/389684_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15095.jpg,caption_2,,,caption_2,correct
15096,21439,a man on his phone in some kind of room,a boy on his phone in some kind of room,273420_0,counterfactual,15096,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/273420_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15096.jpg,caption_2,,,caption_2,correct
15097,8007,A large bird in the air over a heavily forested area.,A large object in the air over a heavily forested area.,157847_2,counterfactual,15097,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/157847_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15097.jpg,caption_2,,,caption_2,correct
15098,23819,Man and woman doing a toast with a glass of wine.,Man and woman doing a toast with a glass of champagne.,32334_1,counterfactual,15098,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/32334_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15098.jpg,caption_2,,,caption_2,correct
15099,1632,People in a kitchen with cooking attire on,People in a kitchen with cooking pots on,199771_3,original,15099,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/199771_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15099.jpg,caption_1,,,caption_1,correct
15100,119,a stripped cat sitting near a brick wall,a stripped cat sitting near a garden wall,255965_4,original,15100,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/255965_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15100.jpg,caption_1,,,caption_1,correct
15101,23992,A table with plates of food that include corn and fruit.,A table with plates of food that include meat and fruit.,210520_0,counterfactual,15101,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/210520_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15101.jpg,caption_2,,,caption_2,correct
15102,13570,two horses stand next to each other in front of a fence ,two dogs stand next to each other in front of a fence,335450_4,counterfactual,15102,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/335450_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15102.jpg,caption_2,,,caption_2,correct
15103,8438,two dogs laying in a bed with thick covers,two dogs laying in a bed with thick blankets,401991_1,counterfactual,15103,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/401991_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15103.jpg,caption_2,,,caption_2,correct
15104,15290,The snow skier is happy to pose for a picture.,The jet skier is happy to pose for a picture.,216516_4,counterfactual,15104,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/216516_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/15104.jpg,neither,,,caption_2,neither
